"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"
"cg17300544"	0.73968905848399	-0.475907147783262	-0.916958983586445	-0.498658514917738	0.993846576219164	-1.52654154159598	-0.514874029550542	-1.08077223142383	-0.113902690377434	0.690148151636767	4.21562021535192	-0.972255102016149	-4.67969710840711	0.444322020727638	3.64491931167156	-0.112754588350835	-1.22976261153381	-0.512675666110723	1.51927825220239	-2.62860910116883
"cg15241633"	-0.773458181831032	-0.657121518541029	0.345304507295476	-2.14338378855467	-0.709200542011264	-3.45449156184792	-1.16073289096545	0.769634393566598	-1.25350122116087	0.117352921406581	1.55276135998112	1.31716659409313	-0.273952033540063	0.167485231333338	-0.629169452738725	-0.791629627799831	0.57056031613399	-0.670212150086275	0.677080771551005	1.03840023359928
"cg18085990"	0.457431003831554	-4.08837435444922	-0.695248392085705	-0.170942012559921	-0.000746071843991242	-0.939928676853205	-0.684321894866577	-2.18475761488831	-1.01844547355402	0.389281561830043	-0.384595041108479	0.91899344958061	0.486142725558883	0.483472664917909	-0.676675183522946	0.286921935008484	-0.0193772020981868	-1.23858274215776	0.967276456227912	0.215780018081781
"cg14112997"	0.414153067368942	-0.045398531458499	0.30374479475558	1.68447846618522	-0.532170488490921	-1.76817919497305	-0.512689360636013	0.737502426718093	0.59650320915608	0.809084747745304	2.49204633014605	-0.00147869542776436	-2.74520913099797	-0.547200807836409	-0.442990980983741	0.794410834884083	1.00006211073357	-0.609639695560281	-1.7536832072325	0.0505632374372083
"cg21211688"	0.0806576492993978	2.05617313670106	-1.7194655889683	3.09730011776707	-0.65695209383522	1.10504883476197	0.469555321933992	2.00191179642592	0.0134594846049663	-3.32195072455184	-0.429999569217169	-1.73649918100336	1.17499363779757	0.433285496142166	-2.39922448150881	0.805224654352262	-0.778353372071713	-0.52022966697837	-4.45257653673302	-0.642799290564139
"cg02714192"	1.756032672035	-1.69184614777968	-0.634065733762554	-0.788584295658474	-0.947262778957755	-1.92346510149605	-1.20450696374912	0.0646004041283446	0.115268761725878	-2.08795655379998	-0.973696990478767	1.2880127556237	-0.74429610614523	0.314793779680467	-0.566822474407137	-0.696281004890094	0.332607359429834	0.00609185221628963	0.280795444704902	-0.576170027958781
"cg18222083"	1.85978219758551	-2.97570915243588	-0.936350392016529	1.66856995194927	0.90417152003954	-0.365729611792711	-1.46670179672068	1.08665280265543	-0.321668749685913	-2.23586136896538	-0.18392666338881	-2.79968977455497	-1.85039729848936	0.270607919516482	0.57445031254643	-4.14999853987491	-0.0804548937139754	-0.142227950806296	2.90923692237616	-1.22727379433502
"cg22770560"	-2.13800488581468	0.190407311877294	-0.410081328456709	-1.91318248757741	0.177631504328163	-0.93146883791854	-0.291627667254659	0.65723721904569	0.138885901097645	0.755264093136123	0.69068264856802	1.38126515937035	0.337212047887731	-1.30454682266061	-0.770371108365785	-0.865994323042568	0.37687000414838	-1.84413137583186	0.0208655139220492	0.231346635732607
"cg24980040"	1.89708523528613	0.243585255759355	-0.52393510407416	-1.28868454307189	0.490506711382937	-2.30375287806301	-1.02962076850278	0.04853242006076	-0.139435187998096	-0.189860981322357	0.384235823354984	0.657338473215801	1.19273980788322	-1.83887541308125	-1.66465335020918	0.586979041779873	-0.0364354176881304	-1.12107236548955	0.8869430309499	0.0848914043221384
"cg06726740"	0.489634556538426	0.551607569541019	-0.467494134272327	-2.02268854747918	0.430358563746076	-0.762138415508622	-0.91252636513552	-0.634259567282004	-0.04528505239659	-1.52156071378782	-0.792223420518088	0.637548351409003	0.789834643059775	-1.17178107461744	-0.591415373974756	-1.52264986723742	0.254308218645298	-1.78118479924732	-0.241682862550928	-0.693288999167401
"cg25777818"	-0.802446286017155	0.957671772058964	-1.02848100829793	-0.990921932320913	0.120952065329213	-1.68185446786651	-0.811295848878747	-1.91812404157876	0.0840713883576876	0.400957756458917	0.0160617005520038	1.09686448234439	-0.99735895414099	-0.840563934289632	-1.15069860554555	-0.911206765350267	1.00591833878639	-0.308864180726536	-0.503848807409641	0.49854919402221
"cg22524657"	0.988972704056771	-1.77430332145312	1.74525410639455	-0.750843762881544	-2.37370157700493	-0.91753660261447	-2.26039230902439	-2.27948522462987	0.309129051079994	-1.00531002070166	2.5926811253198	-2.97303342383322	1.90746422220801	1.72452489638754	1.70711664804534	1.46500485753946	0.80992035391014	-0.681201773363395	1.68291299918263	-2.25948902997941
"cg03310087"	0.405959496382581	-1.89306548291043	0.581947616745663	-1.74816235876549	1.94130832523912	0.746499446842806	-0.353996607361777	-1.78623437131176	-0.828402671592468	-0.781314981022534	0.683062204462172	0.121527678817169	0.439530246116047	-1.53508570642821	-0.519529426253151	0.148460063837923	0.0121089568976919	-1.32885934702569	-1.59870087482414	0.260866200495662
"cg12683085"	-0.884561605125711	-0.179904908938205	0.148758741442156	-1.88898288962127	-0.0420544893104892	-0.917310751841102	-0.37855750631359	-0.341351249285655	0.370162188802565	-0.351992176363855	-0.743967665685481	0.493750607661054	0.7764326034505	-1.35025362889962	-1.61158930823122	0.0746223074995482	-0.0674191382416776	-1.87523072817809	0.286348319988105	0.0583966292876852
"cg10544510"	1.06366605595376	0.304802223682114	-0.562564968016971	-0.631765568563582	0.491420528523678	-2.02633393819928	-0.159884778327286	0.533171644483403	-0.998153791151234	-1.37547970786684	-0.325057633578466	1.2661237137932	1.53435032169495	-2.23669957832307	-1.11651177943824	-0.176212155335419	-0.282718366685178	-1.41980314804544	1.02249812904606	0.0476167578539406
"cg21385746"	2.01161428372512	-0.0631813873400754	-0.623656514930654	-1.46795933226285	0.0276371978628902	-1.91302836247026	-0.732532423810073	0.156788781240614	-0.569176275535941	-0.520553693439241	-0.757698107083591	0.9707423748106	-0.0325315350337542	-0.798770176612834	-2.52896343632248	-0.801196328296937	0.196632036785237	-1.18395559138885	-0.362220289651187	-0.655608355633607
"cg10880177"	-1.17707938142539	-0.56899217214163	0.662056768262724	-0.924286588153141	0.175607044552829	-2.60745194286148	-0.41528810848886	-0.809140919349841	0.202667643662833	0.433640040264075	0.259454620759707	0.871062906831018	0.857135176746237	0.544787055895111	-1.32882253667922	-1.58461000473372	0.334117951810587	-1.06230643255127	0.228061839267118	1.30824716471969
"cg06702718"	-1.44262330981181	-0.538545145196823	-0.321292907150094	-1.18915143425323	0.0868932980105754	-0.648857074196276	-0.722566059206657	-1.44564944673263	0.192191583145288	-1.12359823479924	-0.208555634246233	1.01208856205068	0.750329340864375	-0.684401983144813	-1.61140208383105	0.0601732496792148	0.146594967799602	-1.29035330818008	0.332092996898571	-0.125061868152003
"cg13485703"	0.222797219138185	1.56159080811185	0.607146908320978	-0.430909385729041	0.324586689417047	-3.11727065328134	0.15104722368189	-1.03944053031072	-2.14178989730274	0.233246471571779	-0.868489363312102	1.32209434869625	0.540198703313946	0.900285115241662	-0.538591849759092	-1.62485031524054	0.643119638831467	2.44694331305351	-0.14510846458591	1.14394364404246
"cg26287822"	2.0374000604744	0.817884391405076	-0.0875068910228262	-2.97283354755385	-0.838241033198966	-0.604167897627813	2.00624210138804	1.71909185269207	1.73851342631833	4.06473875302107	-1.53360123607973	0.642722337200275	-2.03596201112533	0.781725547489237	-1.25044048840702	1.92591605538695	-1.50545112990244	1.40684211709217	0.868068806535116	-1.02483758367032
"cg20384387"	-1.81409728684323	-0.385778706526753	0.477981875029721	-0.630474885225227	-0.00131998799619524	-1.40688616610466	0.183233303850599	-0.799513283049354	-1.93720458276776	1.76478183561522	-0.337413928445105	1.15282619937662	1.17976913759063	-0.497441004687343	-1.30982588469593	-0.976378394692747	0.151727672703505	1.42778346779342	0.72772162303764	0.435225560064526
"cg22884130"	-0.833334969380746	-2.56139488006433	-1.51917520566588	0.313452695623218	0.144900115851084	0.658994792207768	0.381136853119771	0.0946588941322144	-0.912451714432453	0.133197311412079	5.61369836500623	-1.30850056095296	0.722664376772544	0.708687981143627	0.45936103443008	-0.367553912949418	-1.71137267364535	-0.106354968976458	-0.47012663727726	-2.91976314774708
"cg01963754"	-1.00770698219565	-2.35179399242819	-0.00992054164693454	0.246156073694921	0.062101822671671	-1.3379304743376	0.384278285567291	2.37814043874087	2.12774163316388	-1.0690404953795	-0.149631731814268	0.964815674685493	-0.068078938635235	-0.859562359879065	-0.857744595672236	-1.64863071260252	-0.012808110593242	-0.619331077897855	0.829299492023875	1.29041694882331
"cg27567206"	-0.786497109779109	-0.803513262764846	-0.634296178354274	-1.4572637071611	-0.403906074745078	-0.704898169508988	-0.243149190816714	-0.06899654630249	-1.49988106541609	-1.67806004772733	-1.01206818963607	1.56043314547011	0.453520773118944	1.90058206952008	0.779355434519738	0.587801510431532	-0.159994192486333	-1.34444298456733	1.27942417164484	0.437001386420001
"cg15290312"	0.105200490579491	-1.66505209225508	1.27342727046889	-3.08581526738385	0.610780776721019	-0.935388322979258	0.40115235339962	-1.17884228003516	-0.764354130382341	-0.398154886207376	1.13210264514948	1.6522895264206	-1.76344747714937	-0.706702047648321	-0.28137810716125	1.56987543390703	-0.573136825445295	-1.33353377694505	1.03344214942772	0.411477529492371
"cg06304518"	0.00227341425344135	0.375858901551422	-1.01826602950479	0.331509779603793	-0.131868185204389	-3.33552537406577	-0.418548601520952	-0.26111270619394	-1.06574398917358	-0.125728739911295	-1.76499485388342	0.418199541291873	-0.0182281433148855	0.413850350863647	-0.652262326998684	-0.635181002020568	-0.0300203605144923	-1.5602834880655	2.53906874283935	1.89450698430266
"cg07765706"	1.55478443888152	-0.829652073617968	-0.0552935084832514	-0.735522176685931	0.198674151655024	-0.743129571754778	0.0166838169093043	-0.569724174267606	-0.688233708357654	-0.203503627667623	-1.77614905915248	0.489205268111052	1.53500567296318	-0.0404524787526744	-0.776215755321766	-0.604303181491426	-0.655805801326265	-1.33359783886095	0.352057900215762	0.082945344736908
"cg27049129"	1.0579084225728	-0.554373029019455	-0.404968335807152	-1.92428874155445	1.029649384807	-1.82035364197788	-0.774049979571142	0.0310002653841028	0.176141157714819	-1.74853473726094	-0.636796434973635	0.246461664771125	0.392997065163948	-1.71851960539244	-1.85979061449599	0.837374883684273	-0.299068262429672	-0.579924256098598	-0.0119358866482238	-0.869963917164548
"cg17778888"	-2.96495434932061	-1.17824905666041	-0.108709329485538	-2.1226390597262	-0.621669889513544	0.854250147468836	-0.0692657930799797	-1.55987139335998	-1.65086400972992	1.27890335664853	0.261563250529671	0.738328158211905	1.19435126598912	0.115542325470305	-0.373442750415605	0.376257019491644	-0.0884252010665959	-1.00034675657505	-0.0903112398726584	0.085316831785353
"cg17225129"	-0.111814467402293	-1.61868349432456	-1.21932698777013	-0.124837315344422	-1.71011301336197	-1.81803696625222	1.41774611749947	0.601454003511937	0.782775397809099	-0.798230217507144	3.34568826318714	-2.44732085869306	-1.20142766195435	0.245665426824288	-1.70574851082431	1.73934872972494	-2.63655812896793	-0.667911597025085	2.07911381035713	-0.973228556199809
"cg21272897"	0.668069941463998	-0.264612050719548	-0.193876162904522	0.886728135839365	0.590603620353121	-1.51890218084019	1.70855766549177	-1.61374758933169	0.848113573736048	1.42859844947099	0.723906340145352	0.808419912242927	-0.998076242220119	-1.18906337715294	0.48245201947998	2.1580646411183	0.429642564665433	-1.50362825174405	-0.991953895304144	-0.359227966624558
"cg10342963"	1.41740652542149	0.197823464450671	-0.446507153929187	-1.55340665386536	1.63386041394612	-0.269595972798972	0.705521198482303	-2.20898372283116	-0.540074558157421	-1.2426949786649	-0.834572558486122	0.128954636174789	1.05148539607211	-1.31599180877792	-0.937025874298832	0.232633970095388	-0.164272142131245	-1.58355632418508	-1.0449884957486	0.591799022042745
"cg15187223"	-0.254905779833804	-1.42119564118837	-0.633768709906436	-1.88484871964347	0.474278915617146	0.298681240165346	-0.237763502663242	0.0302441400486957	0.829558487945174	-3.69407440770977	1.51799654889864	1.23273836645865	-0.383968348289471	-0.0451631816164352	-0.00378114120140641	-0.187421829289034	0.37705728812084	1.69288928480801	-0.62226600044168	0.43974474450803
"cg15848890"	-2.18783105948101	0.649412748963751	-0.482982059167027	-1.46501971525306	-0.744675695532411	-0.801408925939978	-0.172104118106424	-0.972167230876798	-0.0310619310658054	-0.340297710906111	0.0739573742874288	1.25229586966046	-0.0317187616061907	-0.873162300167802	-1.47805575885203	0.153955249567585	0.321573292508493	-1.45523358837176	0.375879402734261	0.517711936478674
"cg15044248"	1.17777445137397	-0.252062441175194	-0.515542719601766	-0.0372239356914315	1.30318904678669	-1.28400023034641	-0.288217212849486	-0.806175713979456	-0.180781192336424	0.505255394742146	3.90675409976906	-0.1896262006508	-4.1276196204859	0.454851289670877	2.95439161086807	-0.279936868343588	-1.0548378987982	-0.481516810168676	1.54985774215841	-2.44775889397969
"cg02767633"	1.99148103031902	-0.382209232435026	-0.7569794441022	-0.846005934460757	0.459858353994081	0.765602732948904	-0.743668748755632	0.454670556944122	-0.963403057758147	-0.0424852918395119	0.00186773543554548	0.414784335451067	0.969981799267376	-2.01676632990705	-0.832606564190566	-0.662674372286704	0.168824575359816	-0.357914598583396	-0.0694773439310791	0.00328817287882136
"cg00895834"	-1.77264847503242	-1.05197129903263	0.654790616342614	-0.828448583016385	0.677162821635812	-0.758414396585574	-0.0159588399735127	-0.402721683408193	0.158352471854957	0.197743443656266	0.0525687043180166	0.945277907724381	0.437558424832255	-2.12068710266951	-1.08513261807944	-0.0861254049154922	-0.121295296889259	-1.17443307565351	1.29195508082699	0.997041472432842
"cg10842339"	0.0356460612618719	-1.42741480546428	0.0302226020393087	-2.67948522851056	0.209480660727554	-1.08469355507701	1.46912409510707	-0.757809553447135	-2.98750820900147	-1.16250194333765	-2.54185948197086	-1.96009806624545	1.64330293838612	1.06883362909257	-0.402084151158337	0.837447286784391	-2.29765045061758	-5.20577075252522	-1.71646099128527	0.50718571173645
"cg08146708"	-1.31968974727897	0.680571167497167	0.912738753632884	2.26384734678585	0.584640142622928	-0.137005234515506	1.09289495216135	-0.323863905386578	-0.270460823765818	-0.08439481053214	-2.03158502273628	0.232409362844734	-3.36531993758916	0.794738261416295	3.21907861275569	-0.793799346635102	-1.19663375245051	-0.0390648103558522	0.470160924403792	0.461965039881303
"cg12947492"	0.214509183813743	-0.54049626491087	1.62110376112904	1.15310381936176	-0.651629882983402	0.149784579788819	-0.518542412655074	0.580861533468345	-0.727646858490927	0.203856038117919	0.981637880569607	0.26639801942818	1.5666846934336	-0.820338465639364	-1.49287177086769	-1.69880932028814	0.264391489834284	-1.03340348470142	-0.650184202188492	1.19159386023043
"cg17988546"	1.04525316840657	-0.109168675468858	0.914696619456609	-0.187434592725994	0.581011644252731	-3.34821360917915	-1.23164092787324	-0.0743088851029935	0.0288509154387322	-0.607653230544526	-0.295410020773769	1.24861648517795	1.10959590889477	-0.555146766231257	-0.19681548770295	0.0637567724579979	0.259347802594459	-0.531404811662544	-0.21890306335048	-0.704433603983568
"cg08473240"	-0.672547596711993	-0.138294862018647	-0.158459128353996	-0.40239333164651	0.310227774717357	-1.87184359115476	-0.120802916192273	-0.818799975991935	-1.38233366097714	-0.69693475085232	0.932259802777741	1.30858005606829	1.46867976729948	0.566324309348453	-2.34118878904269	-0.856246427745882	0.00726248547764328	0.856484038508534	0.475955562139694	1.20372709336568
"cg06193597"	1.08459030407809	2.53582380759836	0.290798495359712	2.56399785679257	-0.600798948571614	-1.87461334608387	0.814241583800827	-0.228153313847113	-2.05713025648005	-1.62688686271292	-0.276825300508664	1.19385865757774	-0.314701450056934	0.203035995158076	-0.404799564120459	-0.631923626727127	-1.06498425016111	0.907599897286266	-0.0790691428822902	0.511683641315258
"cg15964717"	2.09564526035659	-0.65793548442199	-0.559661432428497	-1.01523718169227	0.705593903072915	-1.78666247225634	-0.761243413487654	-0.523655387239099	0.510099279647449	0.262702027863398	0.548286529584096	0.731936006832492	0.442991729266302	-1.91557002819284	0.219146294281001	-0.479692392897013	0.0991822961719447	-0.854161959841999	0.159245075779996	-0.163022040252809
"cg03621881"	-2.07648630071916	2.19304135932324	-0.300019200809338	-0.445953610846284	0.361303570501786	-1.15533327579006	3.2725247022778	1.14573562250418	-1.0395938637741	0.295532519064251	2.91694664236754	-1.1561134286885	0.687545578697466	0.0998145458084154	-0.0690453406992286	2.59836528150265	-1.24421696351049	-1.8118715002755	-0.0468466858747582	0.104071263525597
"cg10860802"	1.31110973825812	-0.612732657826164	0.654621211175958	-1.2115010923079	-1.0257564905101	1.28735137773513	-0.361113220611597	1.19034922439369	-0.962492113591684	-1.01217381097155	-0.499542628275911	0.343992273173413	1.56170473735842	-0.871055219111741	-0.697072053881131	0.0550375275594965	-0.201273165974597	-0.144883292084153	0.641898191525237	0.830508483762269
"cg21130926"	-0.466576006020735	2.86467994414545	0.0242435116288573	2.34455498338512	-0.658597795531394	0.553040439443688	-0.203957061458561	-0.661457136203229	-0.738205021440398	0.592313915649256	-2.11182685753804	0.14948254440736	-0.817851086309382	0.131483613834526	0.285819154537966	1.57323271682046	-1.4726447842316	-0.181577425898599	3.10321162987273	-0.841815455416048
"cg14288086"	0.688368161996691	-0.0326391703623509	0.206554450934266	-0.832104193791672	-0.0430184970991541	-1.93414901857924	-0.878479375830314	-0.296043895319908	-0.247142078598202	-0.622733501760773	-0.0939507839203461	0.503012754087944	0.49839125816829	-2.26864140930276	-0.494655246290263	0.134593957920055	0.122947608097636	-0.343624269311031	0.232518617105924	0.00679348781698931
