"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"
"CHC018T"	0.0272688966722191	0.0587036208804289	-0.0610428533852011	0.058900752782006	-0.000342018350621385	0.0824106203423962	-0.0012659197878963	0.00325941286366425	0.0122832013974574	0.00313251181169939	-0.00946966783775445	0.00408002441028298	-0.0100366989542569	0.0317753743247621	-0.0208267036944706	0.0353681924705585	-0.00292119161271171	-0.0340189189203321	0.129492863135356	0.022685616512327
"CHC229T"	-0.0223453297045724	0.00857336854381888	0.0449532160647263	0.0296571445636333	-0.0496578982991169	0.0474245575732353	0.0262464772448807	0.0455926518879088	0.0493071912487337	-0.00492655395578845	-0.0152395952588476	0.0151725280834312	0.00932463485217844	0.0602377731263248	0.00871106670370975	0.00979754380445315	-0.0201456307229003	0.00469799794052742	-0.00909323688246066	-0.170475655090726
"CHC231T"	0.0217393044260921	-0.00164505044319492	-0.0343281425966625	0.0205452376386578	-0.054635881127307	0.0161463471796402	0.0242851272901014	0.0470874963280448	0.0255638547517661	-0.0237333632202635	-0.0600732098877658	0.0155752963134912	-0.00905559075831653	0.0705094023248914	-0.0456561347620866	0.0391191484727806	-0.038802285169187	-0.0363713108796813	-0.0167257497505726	-0.100586401388773
"CHC013T"	0.0254411309760859	-0.00741369371935073	-0.0366158459681141	0.0038772887851383	-0.00957258889107926	-0.0217931294289981	0.0138789724343106	0.0747211072244696	-0.0102205413051921	-0.00371241887394465	0.018175317319048	0.0617924866155061	-0.0167195880042853	0.0743595030838892	-0.0218688375810857	0.0385348073259916	-0.15032352766384	-0.0150700528370397	0.008046013861849	-0.0106228436616874
"CHC441T"	0.0438844909202649	-0.00309056404355659	-0.0385542716193293	0.0700619781558698	0.065057987924394	0.00632572502161485	0.0486785530745579	0.0479630402341041	-0.00790052083505822	-0.0115217684017569	0.0144005301136553	0.020716604732044	-0.00346982082954959	-0.00552307042452032	-0.0638438970113721	0.00298947759247428	-0.00946437326807762	0.0533883415669274	0.0038804240661649	-0.0967963263036556
"CHC333T"	0.0393828550476339	0.0866511363351159	0.0104269374395017	-0.00766586550343156	0.00313232374992659	0.0233228518866609	-0.00574671267645283	0.0272168292697468	0.0541714083517929	0.030996766896004	0.0240952765475924	0.0116093348701087	-0.0153180970324302	0.0478310102131209	-0.0230517025085984	0.0567807297010313	-0.141311807268236	-0.00583289652530166	-0.0279502100789982	0.014716533357055
"CHC239T"	0.0711495123038945	0.065239390095662	-0.044115890698035	0.057236812786904	-0.0155474032534779	0.0929211850508768	-0.00923178454504795	-0.000260820276499332	0.0280311493628211	0.0215161027224742	-0.0395775189899308	-0.00633811231755897	-0.00245590588141121	0.0333765787884012	-0.046144046203963	0.0148010650866383	-0.00111870970558519	-0.0342789024705056	0.153310372862526	0.0243010718417035
"CHC399T"	0.00625171663652041	-0.023223613272569	0.0527196241891934	-0.0144158370815228	0.00531634906263446	-0.0106988651505902	0.0076744562495058	0.0881795664548154	0.0411436984294268	0.00204655362276833	0.0238247796404384	0.0020218705421179	-0.019704637582526	0.0580791636658994	-0.0011186862930349	-0.00488132487490549	-0.0237570173797249	0.0339320671516885	-0.0356159536296331	0.0126775286399375
"CHC014T"	0.0439153049875602	-0.0032959526043738	-0.0568310463705656	0.0246767736703612	-0.00803846831593549	0.0011286482118916	0.060722370438258	0.0233919584309171	-0.000711922648522217	-0.0102599355845824	0.0115566486130292	-0.00325628059312603	0.00924315530634026	-0.0168628363391957	-0.0237178065602512	-0.0284902280385891	-0.0207209617016711	0.068061501194846	0.0491456530043944	-0.0216397877623507
"CHC043T"	0.0437634560008033	0.0160264252456055	-0.0862627666750123	0.0461942250210938	0.0258810613000543	0.00620309379731641	0.0567756847566739	0.032178418570196	0.017366474366473	-0.00683653093622747	-0.0037328234350982	0.00958614573190617	-0.0212273177246024	0.0239031678842387	-0.0162746604615327	-0.0111791419845395	-0.0444692326087278	0.0315283007801187	-0.0145785903587911	-0.0140057604778123
