"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"
"CHC018T"	-0.001298768970499	-0.00289840384165964	-0.0610503081895839	-0.0340478485248727	-0.0100287467491631	-0.0588234765392504	-0.0353686401068566	0.00326162043142257	0.0209419805768431	-0.0227052987451988	0.0824274214393326	0.00951513310199752	-0.0122919599244058	-0.0317739091070512	-0.129483058089919	0.00304731021016831	0.0272686582509337	-0.00411316925888765	0.000345181937549413	-0.0587012513478706
"CHC229T"	0.0262491050988752	-0.0201689649052693	0.0449060950492145	0.00468683826712607	0.00938029047308748	-0.0296865386146045	-0.00981093580133797	0.0455584185173726	-0.00866705445104182	0.170531670578969	0.0473984819072523	0.0153343315016639	-0.0492637173796213	-0.0602321156432595	0.00906652887618803	-0.00507846567903529	-0.022333887990523	-0.0151863290803911	0.0495446780975241	-0.00856332815745656
"CHC231T"	0.0242703451186699	-0.0387941133063896	-0.0343873034838394	-0.0363618407889499	-0.00898609407442011	-0.0203893090531945	-0.0391795779413376	0.047105641523645	0.0456336515433751	0.100598967005165	0.0161535734928553	0.0600322834400723	-0.0255372286598228	-0.0705067241237783	0.0167063792750639	-0.0241817624991917	0.0217418292751136	-0.0154951483233339	0.0545121657354859	0.00169370950440395
"CHC013T"	0.0138559452260631	-0.150321653567095	-0.0366626403799759	-0.0150674145616612	-0.0167241686938496	-0.00380161251001758	-0.0385429165573993	0.0747380222823527	0.0218204207045684	0.0106220951259003	-0.0217814488276799	-0.0181516884000635	0.0102026497383035	-0.0743443439872915	-0.00806986228641843	-0.00385928523379112	0.0254433508180324	-0.0617909366479764	0.0095481261430186	0.00743359530456594
"CHC441T"	0.0486483037449343	-0.00943447599754446	-0.0386254279814103	0.0533942250190633	-0.00351399554634178	-0.0699314406048041	-0.00302457758058899	0.0480012825237524	0.063987810966616	0.0967329651747387	0.00635713781324593	-0.0144035082020517	0.00784632878608912	0.00557244505785399	-0.00385834102871775	-0.0113782649916531	0.0438828410586131	-0.0207993400501761	-0.0650988757861513	0.00309153164622509
"CHC333T"	-0.00575214172438927	-0.141334599883106	0.0103840263152834	-0.00579894000128034	-0.015341777271107	0.00765985845113809	-0.0567535006374346	0.0272206538620354	0.023076752589334	-0.0147395506338556	0.0233495209369933	-0.0239948777383323	-0.0541927533740637	-0.0478419411092487	0.0279618016531191	0.0310599303395077	0.0393851014093218	-0.0116473045039701	-0.00292188921821273	-0.0865995920990439
"CHC239T"	-0.00925049671146274	-0.00109619026599619	-0.0441857811936212	-0.0342971912561273	-0.00243074751620524	-0.0571117671598793	-0.0148050355980034	-0.000258793442262484	0.0462929623944882	-0.0243237576805333	0.09294087401155	0.0396535317649747	-0.0280372559547621	-0.0333961970656625	-0.153286970638523	0.0213349875250869	0.071150123362559	0.00633456387888276	0.0156376920851498	-0.0651815713162846
"CHC399T"	0.00767886296964496	-0.0237818741942527	0.0527546228769729	0.0339450114917915	-0.0197145146460726	0.014343286786236	0.00488148593385735	0.0881646102625218	0.0010410517037775	-0.0126529205776079	-0.0106749827596494	-0.0238258747041442	-0.0411360732871524	-0.0580783841073598	0.0356035934884518	0.00212166591619376	0.00625590519126217	-0.00203495062017711	-0.00524598311020247	0.0232598798814547
"CHC014T"	0.0606979558554935	-0.020693048680726	-0.0568717416533067	0.0680535222011724	0.00924639640019514	-0.0246098894682007	0.0284696130108868	0.0234286436191933	0.0236921119623531	0.0216398235115772	0.00115300564261188	-0.011590936587167	0.000722905191304031	0.0168669641200092	-0.0491685980112137	-0.0103899347146877	0.0439127395908843	0.00326556022550432	0.00796322991603622	0.0032827774187754
"CHC043T"	0.0567451182720908	-0.0444274712794027	-0.0863137349609649	0.03152901065717	-0.0212449319054629	-0.0461093248919662	0.011145061868295	0.0322269896561135	0.0163132771005947	0.0139716484949649	0.00623043021351139	0.00372032022899372	-0.0173911446820664	-0.0238884561533985	0.0145732391013234	-0.00694609590622414	0.0437593780817535	-0.00960016113138495	-0.0258967639327444	-0.0160351096319539
