"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"
"CHC018T"	-0.0156275365999558	-0.0213827553792455	-0.0272090439083432	-0.040691474548787	0.00856109395944384	-0.00258547538289423	-0.132540579013615	-0.00530044024257034	-0.0154091637861474	-0.0170326738842216	-0.0621866515443213	-0.00727273654873316	0.0813795506449508	-0.0202569937027593	0.00828121777983513	0.00132556717728207	0.0314810996306928	0.027835745859667	-0.0194167706825744	0.072343241087877
"CHC229T"	-0.0489347910634175	-0.0284566011351929	0.0208692826332918	-0.0139663287879485	-0.0110307003512401	-0.0239301140623237	0.00582500558886273	0.0362920664275778	-0.0044021377339767	-0.028756846223058	-0.00941247499821207	-0.0416108668768679	0.0419246523930212	0.177660315685076	0.0320588420443511	0.0119743855211832	-0.00296066900778719	0.0539872355498048	0.00510239510864799	-0.0366799760919633
"CHC231T"	-0.0270105613152038	-0.0453398810176884	-0.0221398289489856	-0.0435729345300714	0.00682456057473986	-0.0415521409638062	0.012765105650203	0.0357638334926039	0.0436468780398077	-0.00747341634460699	-0.000737576531109008	-0.0513026222347364	0.0141717029687952	0.100461775190686	0.0393056836857908	0.0360191374148582	0.0376385360900349	0.0669942993326585	-0.0445183546026228	0.0329530868808652
"CHC013T"	0.00482910616550251	0.0219939603223187	-0.0252532297717179	-0.0357803345958769	0.0154368203917239	-0.152941578028411	-0.0085252011956331	0.0090930216820909	0.0212343862131086	-0.0574307984839572	0.00367747550152286	-0.0780495024248125	-0.025331097425255	0.00580120473984198	0.00732166037584715	0.00548641955339457	0.0133817227565483	0.0712074873204339	-0.0167696923109575	0.0329719821105275
"CHC441T"	-0.00034711264947955	0.0112646692496906	-0.0448071918869203	-0.00570369052420798	0.00540726689813151	-0.00738924139553879	-0.0050810419648471	-0.0672605718687848	-0.026811592093509	-0.0492898500878355	-0.000253455517934986	-0.0537376850834791	0.000293973723021312	0.0942114015294279	0.0479434142125646	0.00619536517976201	-0.0526036842660537	-0.0142841640091865	-0.0672134944734417	0.0549377374926795
"CHC333T"	-0.057082659713702	0.012768610955361	-0.0392767926129862	-0.0521020859549053	0.0151722495374991	-0.143007421399335	0.0282376832855319	0.00322854558441892	-0.0072431916015715	-0.0129876417089575	-0.0865985260775699	-0.0241751316048665	0.0202372573612705	-0.0155070389216203	-0.014895871514693	-0.035826712325984	0.00481787689552854	0.0461879047921173	-0.0221417813063514	-0.0129954200435868
"CHC239T"	-0.0308092993099526	-0.0530578774460585	-0.0712420199289057	-0.0209068162237432	0.000543052611883657	-0.000911353802867016	-0.157791980875841	0.00721753107858372	-0.00694230851693117	-0.000719249454127322	-0.0657491616771273	-0.00283834656047206	0.0922382996306311	-0.0205593054493962	0.00804403835499693	-0.0144068095730757	0.0328048122559222	0.0301588944421068	-0.0439248603281713	0.0580559782772528
"CHC399T"	-0.0414524866882266	0.013294846694671	-0.00693791038387761	0.00646781855059257	0.0202279986096331	-0.0252136010712911	0.036481356865083	0.00305751798883795	-0.0258171154310242	-0.00901366029376657	0.0238346265143658	-0.0836286192072684	-0.0122112558174455	-0.00958937212496882	-2.95138302840066e-05	-0.00658467869213149	-0.0327968360407114	0.0577636491819553	0.000507414956567448	-0.0580204097663528
"CHC014T"	-0.000352746826996472	0.0236853792433812	-0.0437087841879746	0.0271189494126531	-0.0079636936245764	-0.0196439038269105	-0.0496472986768665	0.00379719676138326	-0.00332864302952052	0.00261951049788001	-0.00190320333049648	-0.0304834225726633	-0.000134977597106553	0.0225455103631386	0.0565125594365348	0.0136647599103891	-0.0701783485622195	-0.0188113253517819	-0.0214773944879742	0.0574665788646857
"CHC043T"	-0.0225704603963471	0.00726568168073266	-0.043544840360715	0.00802853602035331	0.0221694550082957	-0.0419507335286608	0.0126881322086755	-0.0307845315921494	-0.00155793782036835	-0.0138543958306648	-0.0217066993739379	-0.0412627725080139	0.00385258122048188	0.0137832165927922	0.0591034952208644	0.00829619578586639	-0.0320700771560458	0.0197348239233561	-0.0136139869316999	0.0913209362259904
