"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"
"CHC018T"	0.05882460088211	-0.0272700718478209	-0.00409428699943344	0.0122876638596965	-0.000346747636815725	0.0317769699776519	-0.0209516814410004	0.00951255476296958	-0.0587251847729462	-0.0340557322135541	0.00304655032537057	-0.0227015798944007	-0.0100244176460982	-0.00129282688286438	-0.0353776784075889	-0.00289791536305915	0.0610557963226356	0.129468262952033	-0.0824206604410403	-0.00327167005110851
"CHC229T"	0.0296954036674099	0.022335326000649	-0.015170070846847	0.0492636118530249	-0.0495650220158708	0.0602345149750387	0.00868229485942242	0.0153302466477996	-0.00854719555266102	0.00468889753115594	-0.00506449193326383	0.170519599368489	0.00937702513281512	0.0262500902206727	-0.00981400553057875	-0.0201693783238003	-0.044913401509606	-0.0090705385083433	-0.0474060048927172	-0.0455636268028688
"CHC231T"	0.0203702761649254	-0.0217419167148964	-0.0155151297383276	0.0255397024728196	-0.0545294724716683	0.070506043722903	-0.0456436111426105	0.0600105402350801	0.00169043751848962	-0.0363515580475857	-0.0241491101846233	0.100598140579437	-0.00898963435876613	0.0242890311335658	-0.0391845420807597	-0.0387950473108014	0.0343885081972755	-0.0167196458825401	-0.016158207139181	-0.0471091487955394
"CHC013T"	0.00381656025245218	-0.0254418502421342	-0.0617790714649701	-0.0101988709443273	-0.00954327658776036	0.0743437918964385	-0.0218253585522656	-0.0181800640303319	0.00742726870472367	-0.0150579303089317	-0.00384820927827147	0.0106212626852893	-0.016720387472234	0.0138540417423016	-0.0385415469275796	-0.150331960199543	0.0366493583538131	0.00805993193852603	0.0217724653945688	-0.0747355334986069
"CHC441T"	0.0699507937282321	-0.04388182327673	-0.0207580208035836	-0.0078640849245487	0.0650812720285461	-0.00556614194944558	-0.0639751718931406	-0.0144279568856584	0.00311053384783844	0.0534038832164942	-0.0114176297730045	0.0967452209393676	-0.00349984437656375	0.0486439347675652	-0.00302753456983142	-0.00944478778759448	0.0386106371185156	0.00386179259276619	-0.00636706871754376	-0.0479906342933725
"CHC333T"	-0.00764395030903447	-0.0393832716447981	-0.0116269028435415	0.0541975380434386	0.00295358982943365	0.0478323521049284	-0.0230783058671738	-0.0239994313231333	-0.0865983970439441	-0.00577804685512216	0.031042116634729	-0.0147364416231158	-0.0153360361216731	-0.005767512789572	-0.0567567986982915	-0.14133591494857	-0.0104139517208007	-0.0279718113167376	-0.0233558563246281	-0.0272244430255855
"CHC239T"	0.0571057095467626	-0.0711518394279939	0.00633753460127646	0.028035002132124	-0.0156308934188389	0.0333960018157336	-0.0463104443690132	0.0396529956053643	-0.0652077596848196	-0.0343076366084729	0.0213379312114008	-0.0243196503267179	-0.00242857569918757	-0.00923896681730062	-0.0148186540397456	-0.00109028138061386	0.0441893667663809	0.153271953349423	-0.0929368667735825	0.000245832234526011
"CHC399T"	-0.014334138399776	-0.00625522650611293	-0.00202730379471449	0.0411420287889078	0.00525566863393852	0.0580727431060575	-0.0010342994604444	-0.0238248735781898	0.0232767583556728	0.0339526063569967	0.00211472750491912	-0.0126581995287445	-0.0197138177502754	0.00767300592899822	0.00488221661088173	-0.0237809877259861	-0.052755580010021	-0.0355981425474239	0.0106743903310842	-0.0881616268637466
"CHC014T"	0.0246049427751575	-0.0439134771452875	0.00326710904508662	-0.000721439085893104	-0.00797570665263491	-0.0168715685598427	-0.0236953921862395	-0.0116098087180851	0.00328265296646213	0.0680518128759866	-0.0103819681606553	0.0216440601245639	0.00924847757339118	0.0606968545603126	0.0284678015056056	-0.0206971139584984	0.0568642182443664	0.0491756061980818	-0.00115598971284622	-0.02342071177402
"CHC043T"	0.0461057722525234	-0.0437599623356981	-0.00958889078857628	0.0173883344751646	0.0258934237550125	0.023884914543392	-0.0163239955117914	0.00370227147198852	-0.0160372282792388	0.0315463089301388	-0.00694806683776709	0.0139804190702886	-0.0212360250021718	0.0567481271657445	0.0111419427945455	-0.0444350769139557	0.0863082582912958	-0.0145761420161705	-0.00623494554473799	-0.0322195456480749
