"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"
"CHC018T"	-0.0609178818651682	-0.00209537613149344	-0.0133350655870654	-0.0197198685278267	0.027850474483655	-0.129534517400197	0.0022160619164718	0.00226822562574937	-0.00338382747906569	-0.0840440172675754	-0.0268950240971939	-0.0376462943670195	0.0723947868059117	0.0122918193212224	-0.0328898122395634	0.00728118512059861	-0.00622848179923264	-0.0329050390669798	0.0304470552137054	0.00788779169672665
"CHC229T"	-0.00540763634727643	0.00341706420565776	-0.0204267682354685	0.173536937859655	-0.00515010563855801	0.00853066529193107	0.0522209221945732	0.0222862912706128	0.0261312249902112	-0.0463195891874271	0.0214643067890299	-0.0102011804404324	-0.0368570969641854	0.0469751961652195	0.00301435721010559	0.04146563351369	-0.0176000160461719	-0.0290520273885099	0.058761560962616	-0.0119973779355626
"CHC231T"	0.00126947392801506	0.0324757159834144	-0.0579142925247954	0.101055126003721	0.042319799268916	0.0164846573626924	0.0525963653018293	0.0387549657237789	0.0253827218754913	-0.0158253493687637	-0.0217133860825694	-0.0433206451624543	0.0369498289422334	0.025838393858896	-0.0348303202509618	0.0501343664795858	-0.0119546413474547	0.0113711068913949	0.0693217533372248	0.0075748656450246
"CHC013T"	0.00524833241231839	0.00768858028907316	0.0179425557316833	0.00999964753344896	0.018193316580531	-0.0089903518548812	0.00804743509385369	0.150345081297926	0.0136055477347295	0.0216167308906642	-0.0254199276536906	-0.0400957756716348	0.0337910999351614	-0.00945096285217423	-0.0134770280094831	0.077684996266485	-0.0605919823537487	0.0140844591947833	0.0731377525977708	0.0167190046563463
"CHC441T"	0.0052054748494508	0.0102769055509947	0.0125355717033283	0.0997980754130584	0.068562142866772	-0.00501284279657972	-0.0600949698268129	0.00779340174523351	0.0458534431857706	-0.00921775990241819	-0.0439791787866589	-0.00834952526325349	0.0539272184581682	-0.00921310687181788	0.0573547760869604	0.054209983342349	-0.0240580595302477	-0.0429939819877682	-0.00812341375055813	0.00182489187098548
"CHC333T"	-0.0844958811330273	-0.0316008120368584	0.0208678033205131	-0.0145464929184229	0.0250721224264907	0.0286900962040706	-0.00262297742774253	0.143493940731904	-0.00640870584641234	-0.0260594070220972	-0.0390703664946126	-0.0548100645276249	-0.0155504461530123	0.0533135273985692	-0.00335690900451263	0.0257379267316126	-0.0114540777668634	0.00437017376911752	0.0471164236099451	0.0151861411951719
"CHC239T"	-0.0645264644257657	-0.0188162600951336	-0.043767482726241	-0.0212521797054939	0.0550503165086424	-0.152645530937667	0.0180880441203558	0.000591049555457213	-0.0102173634870259	-0.0949318685727513	-0.070618024337015	-0.0171394100747957	0.0583433615785176	0.0281477610890337	-0.0332136466199673	0.00307436026059403	0.00641301603747885	-0.0272165872086812	0.0326352572436525	-9.12260325467568e-06
"CHC399T"	0.0270203773545261	-0.00449376253612549	0.0238633275857566	-0.0117616962484406	-0.000818454642737305	0.0350742957870581	-0.00300509006214028	0.0253571849708712	0.00751150534205048	0.00803121205399673	-0.00689396621960924	0.00489432649382943	-0.0602464902796913	0.0401673262042193	0.03311075848027	0.0838418825253183	-0.00355417279018165	-0.00753820783306024	0.0582003012460078	0.0195994513444595
"CHC014T"	0.00146220230074134	0.0150223115782436	0.0132620827442364	0.0220693453286798	0.0205519333941788	-0.050875854381572	0.00760061704313436	0.0192836452442864	0.059476159457022	-0.0017124062511204	-0.0436639341785422	0.0254386088608207	0.059169890969775	-0.000381902857911737	0.0695885476201166	0.028530883993424	0.00462169441668826	-0.00377671275782911	-0.0175156174734073	-0.00960859413067553
"CHC043T"	-0.0191817461144648	0.0124691314093413	-0.00412080979720817	0.0149510631552546	0.0167270847699742	0.0132362423448009	-0.0256575071524786	0.0425790882734523	0.0548574202806514	-0.00767095353460308	-0.0433292313998955	0.00651167389267841	0.0930346181577901	0.0177475823181002	0.0358162148729119	0.0405058662845356	-0.00994010603597957	-0.0195973760476155	0.022401397048113	0.0200960076725625
