"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"
"CHC018T"	-0.0030885365140544	0.0304841356522157	-0.00750719214744387	0.00239149268046664	0.026769533841901	-0.130094585286715	-0.019833502073436	0.00058820326527922	-0.00710576809805736	-0.00224005488332271	0.060701727886304	-0.0125964412374046	0.0840967640216964	0.0381302370913306	0.0273519845865387	0.0730408895608799	0.0290179509332706	0.0325568487745612	-0.0138807801769593	0.00783451412331503
"CHC229T"	0.0263984140577116	0.0586585163962328	-0.0410283288469311	0.052053300890304	-0.0213649196115059	0.00826040121310231	0.174113595804417	-0.00424422272473847	-0.0187015335784446	-0.0227792801456297	0.00533853908654638	-0.0470118573878166	0.0458523972765114	0.0107322556872737	-0.00463916200907377	-0.0354786416037609	0.0267040291816625	-0.00279073896550824	-0.0216879867955966	-0.0121813653241551
"CHC231T"	0.0261877494863593	0.0692293846529801	-0.0501387903482423	0.0512806274566297	0.0216420635477674	0.0160478508233344	0.100718830042866	-0.0342382455240524	-0.0113968553486622	-0.0389473547523166	-0.0014666159446969	-0.0262513399289629	0.0155802116969767	0.0434470298674529	0.0420220071526298	0.0369386834993767	-0.0173064251390229	0.0350710216872668	-0.0569511463809118	0.00740003380805397
"CHC013T"	0.0135405663991012	0.0729651814475805	-0.0777869292807947	0.00751011596614754	0.0253892537463959	-0.00926330804525901	0.00942097926891101	-0.00827552220447009	-0.0604051335473602	-0.150350936266068	-0.00498880726925708	0.00909662955274623	-0.0219516493020163	0.039810617139811	0.0172234338355318	0.0331488842642093	-0.0176594770813349	0.0136113311486763	0.0182520348214107	0.0168743585641587
"CHC441T"	0.0457027142304905	-0.00806026611473014	-0.0550380051739461	-0.059917573239347	0.0439611851643166	-0.00519890137939606	0.0994659252396503	-0.011171950686706	-0.0262197514158045	-0.00763260166560585	-0.00492345555126804	0.00867373728516299	0.00893680408794255	0.00868211904647307	0.0681819948211607	0.0555926083624616	0.0404767819466481	-0.0571944045069796	0.0123520410767844	0.00200717447834043
"CHC333T"	-0.00677004414199932	0.0471203141519189	-0.025518696295852	-0.00217675899720271	0.0390960513095059	0.028499633783245	-0.0148793237057547	0.0322127919528148	-0.0118866207302419	-0.14362626940991	0.0842184448653312	-0.0531938775707469	0.0258533299285698	0.0545981861483389	0.025878669625862	-0.0158593209815249	-0.00331358125344676	0.00377230382676578	0.020024348616965	0.0152675972286599
"CHC239T"	-0.00962781497916559	0.0326846889752106	-0.00322905370380476	0.0183179693989768	0.0705149203895487	-0.153249032472828	-0.0213801868212358	0.0172401596530004	0.00578519493156572	-0.00058509769236677	0.0636456060604745	-0.0284644986825887	0.0949450774734339	0.0177370841451495	0.0547145615972711	0.0595268459088009	0.023589561700051	0.0328864057550553	-0.0444809047608098	-0.000163299095765713
"CHC399T"	0.00705759910239869	0.0583203473077865	-0.0835109396138695	-0.00233076980689751	0.00700942351046019	0.0352207433005484	-0.0113887595307169	0.00515237020175871	-0.0040263199398967	-0.0255905437365862	-0.0271797254924606	-0.039861448184411	-0.00793914102168579	-0.00495361388969267	-0.000814601421094374	-0.0605920665576698	0.0104525603638595	-0.0327300730045862	0.0233223263030603	0.0195907013603123
"CHC014T"	0.0594649507998747	-0.017525772645474	-0.029224260786647	0.00710140521240596	0.0436032360683341	-0.050792683573261	0.021828163873698	-0.0156134382725097	0.00467464256176359	-0.0191688841662747	-0.000949816334348247	0.000154678413153157	0.00168063387131285	-0.0252960031526134	0.0199577334967082	0.0589214154605579	0.00172830214232337	-0.0697826463456722	0.0142113660048288	-0.00953969653590309
"CHC043T"	0.0550885222036873	0.0224346172101058	-0.0414428444452909	-0.0259542301826024	0.0432075648648032	0.0130073917675637	0.0145381582983121	-0.0136698185039687	-0.0102045133335629	-0.0423316540511469	0.0199970001836414	-0.0181315363937234	0.00757867993401899	-0.00624158711768751	0.0159560339505919	0.093136073859796	0.0160001981350737	-0.0356226576122726	-0.00347853367004889	0.0202501558352007
"CHC037T"	0.0190274174188433	0.0783476366399301	-0.0405153944151013	-0.0203677189288656	0.0316432224270692	0.0101077502578963	-0.0307368935947912	0.00046225556642527	-0.00996009075606408	-0.073395225719548	0.0422251574533449	-0.0579499415868298	0.0184425872284103	-0.0284754145072833	0.00627104266283946	-0.00152855014755665	-0.00432780599092477	-0.00222537386152399	0.0135893292881574	-0.0161658407619077
"CHC339T"	0.022026074705845	0.0228220813897977	-0.000688832235992537	-0.0209861857303188	0.0127389260830647	-0.145771210438215	0.00206619840815605	-0.0220922817908841	-0.00730553273015686	-0.03022492796993	0.0729608562256824	-0.0511517024689574	0.0670981569375518	0.0170214949859631	0.0125703198952576	0.0326641545055336	0.0258825942504457	0.00839938827896641	-0.0229480301987463	-0.00283522264106194
"CHC245T"	0.0438249897411516	0.0203314864097962	-0.0494655967826816	0.0263341266469592	0.0288380469901404	-0.0126626096212915	0.0155516678316411	-0.0264267564048957	0.00183848027595444	-0.0202726522096064	0.029544747959052	0.00294425352904196	0.00330147646912528	-0.00601034703974274	0.0227247642961423	0.0104937699308764	0.00864166427054487	-0.0607186428056286	-0.0204642907451415	-0.0259970295377372
"CHC253T"	0.0459712772952213	0.0340447738426952	0.0444706475060726	0.00458950798504526	0.063104456220781	-0.0730304216742708	-0.00845952267202763	-0.0248970533921531	0.0143274946857487	-0.00218874934680053	0.0409861557582409	-0.00946719232862728	0.0227443304332415	0.0343887143745685	0.0692808133244003	0.097408591842186	-0.00653281499705971	-0.0991211447334296	-0.0542753438081801	-0.00567208179557018
"CHC158T"	0.022013964204747	0.0636132998976952	-0.0743828120786863	0.00725214359940787	0.0258433882183802	-0.00389043760712405	0.0122470350843583	0.00547721125817848	0.00397654366095766	-0.0266309686440159	0.0256845027920915	-0.019687070572373	-0.0247979036204309	-0.0163794290704464	-0.0120436847558878	-0.0351051310375692	-0.00783582191016861	-0.0621275600420171	-0.00117670763193334	-0.0266795218994785
"CHC445T"	0.0302663735482175	0.0545617085749541	-0.00818311086500708	0.0147708704869859	0.0554071243619859	-0.0634859619899851	-0.000210990347908724	-0.0227880218232123	-0.000433669201049609	-0.0239648855736923	0.0127190702509349	-0.0322968102096962	-0.0010571630377246	0.0089796806103253	0.035612864062598	0.035697205745891	-0.0315347392447162	-0.092754530267438	-0.0192787060472112	-0.0132301391182212
"CHC080T"	0.0450614596327039	0.00941415690610888	-0.0396469333642148	0.0162692771276725	0.0535825025733931	-0.0840585984033688	0.110163926577569	-0.0514555452450537	0.0150555775129291	-0.0386081959056333	-0.0153375185229055	-0.0132241262812668	-0.00289268028686549	0.00243348843812404	0.0185498367032614	0.0248074191523735	-0.0264463582318564	-0.0757585663690452	0.00937230832280234	-0.00776388538557204
"CHC335T"	0.0488040186669835	0.000723223245038455	-0.0718214859355629	0.00797328338760863	0.0206090855671757	0.0152321819365372	0.0106315623767626	-0.00825565572702602	0.00948410076399694	-0.00771206910308717	-0.000434284226616004	-0.0112856227565407	0.00214862429386546	-0.00818951528640374	0.00264859696364623	-0.00659080650740855	-0.0256150773050992	-0.0582834106674445	-0.0223238578031071	0.0438914309403564
"CHC230T"	-0.0210225376183324	0.0509656753226354	-0.00156068396383957	-0.000810407251231828	0.032703596209111	-0.0156427887579452	-0.0184697000477886	-0.0127458713699693	-0.00672329084960667	-0.0473065020760932	0.0285241043669612	-0.0840017803868796	0.0299924170746218	0.0608604581284361	0.0234224019453049	0.0286890503703385	-0.00523082468696522	-0.00506221177024366	-0.0141312526165775	-0.00856306556830531
"CHC228T"	0.00918802945624972	0.0315691814459305	0.0261261966263284	-0.0119372829908821	0.0409083131488162	-0.147786134159757	-0.0274916226942966	-0.0189530372310197	0.00874931318280778	-0.0143294727641741	0.0720332987342282	-0.00753118288863086	0.0495714179594089	0.0644934507071614	0.040955317222389	0.0967975227236146	0.0171918920850359	-0.0250637462698261	-0.0121485815548455	0.00454628482388321
"CHC010T"	0.00450415792334739	0.0294736071912481	0.0319414458112203	-0.00266702613794409	0.00992286189936058	-0.164744257024959	-0.0242799768286748	-0.0200886688769729	0.0179457324116261	-0.0262593151876768	0.0824987566743465	-0.0047196384721455	0.0429565776026649	0.0566870928526205	0.0496832101776992	0.105740286512626	0.00451630447320805	-0.0565060845585095	-0.00356732293485216	0.00125846757820706
"CHC137T"	0.0408494184607516	-0.0355861875018043	-0.0944964239589882	0.0140600586688701	0.0199403019090593	0.0307032415756507	0.0118409073496607	-0.000210918915642878	0.00683862180151189	-0.0152553266274348	-0.0284487389508675	-0.0063599456066702	-0.0137051057195495	-0.0203437126810384	-0.0239802958107157	-0.00328464777160923	0.0230804841803747	-0.0559469032127017	0.0292240499717073	0.00486022329870313
"CHC205T"	0.0388939607685226	0.0325992354615683	0.00403044155069795	0.000434357829855866	0.0597270569618651	-0.126882049314881	0.104913252419559	0.0253398858409481	0.000213127575524802	-0.0471868807457595	0.038152349500261	-0.0515625837783801	-0.0179345305231699	0.0570835453290553	0.0704060622125313	0.0645020002358002	-0.0143151054792195	-0.0588331015862148	0.0190874287572338	0.0152026046440652
"CHC218T"	0.0297393126651518	0.0671106935202296	-0.0199915766350421	0.0120012588633378	0.029356730482292	0.000339642578020853	0.00806169356594037	-0.026444231314655	0.00304286957121381	-0.0188019370348365	0.0120256050747677	-0.0435122298635588	-0.00402977391496453	0.0244687059963786	0.0186239045275367	0.0170207631367471	-0.00165123204715371	-0.0206504841623065	-0.0411297031534603	-0.0174574331724491
