"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"
"CHC018T"	-0.00873406640633912	0.000459678820768926	0.0314033422130167	-0.0110356308358342	0.0266767612003171	0.00408167020062404	0.00667894153517048	-0.0862938549364407	-0.0355164577942674	0.020461905966875	0.0715875958299386	0.0223552174069668	0.131624606221552	-0.0289606890711056	-0.0122859304652302	0.0596291546281316	-0.00831464105923095	0.0161250018730184	0.0280675914465394	-0.00202670476089097
"CHC229T"	0.0106686300338741	-0.049176662264665	-0.00588873410264578	-0.0217399127419377	-0.0210856365853029	0.0162598219341544	0.00997575827221413	-0.0484825879321967	-0.00549223915981482	-0.173773094401197	-0.0349642019581826	-0.0030438069900204	-0.0114815963174742	-0.0369436795874659	-0.027007318223121	0.00639811968080486	-0.0445118669875209	0.0376396311697955	0.0575837948687977	0.0263652841116648
"CHC231T"	-0.00860750298854709	-0.0530618439262499	0.0354437908107407	-0.057055926057614	0.0224540825989518	0.0142827127457339	-0.0231353033465231	-0.0157403182485285	-0.0453535665281339	-0.104620389197774	0.03738522756104	0.0444674651653234	-0.0161631365265564	-0.00850710535708303	0.00855090780453471	0.000423804915085313	-0.0517108926077563	0.0354113579312674	0.0689252626074775	0.0271214302672345
"CHC013T"	-0.0147946823815848	-0.00446487454902122	0.0142216664289501	0.0248070659082827	0.0267038770359179	0.0572554086677426	0.0154652497050034	0.0263597495039554	-0.0452416889891989	-0.0239077253266178	0.0374225039247834	0.0221084920730251	0.0098873042473508	0.000726571783263539	0.108060870736058	-0.00590839179010215	-0.0823587370445178	0.0930993140012469	0.0740147060981095	0.0145903159367329
"CHC441T"	-0.00232926923300208	0.0656919565390592	-0.0562838939486711	0.0122522200732486	0.0440022178448604	0.0185157796447356	0.0109913207606982	-0.00776901491714207	-0.00609648665076722	-0.0967958917739451	0.0614697325350078	0.0626384525959589	0.00662486092744829	-0.0359964268744575	-0.0086830360535345	-0.00836381790812628	-0.0590854846816391	-0.0117642916882328	-0.00676784952699376	0.046784673542405
"CHC333T"	-0.0112931174245371	0.0096748106914132	0.00512014281066289	0.0269810959411221	0.0408395374045446	0.0121879093324546	0.0411252309366539	-0.0219015437443797	-0.0541980858668464	-0.00117924226522125	-0.00938383870403506	0.027119616517436	-0.0283545678241885	0.0158649061083879	0.0556849677250485	0.087032513099274	-0.0315948802609098	0.137823758370888	0.0442895399701203	-0.00569961128096096
"CHC239T"	-0.000667511341266814	-0.0131265766701661	0.0321263528455598	-0.0449612631774583	0.0706091352233289	-0.00517935586784125	0.0162451318671648	-0.0960429372743045	-0.0121533100848288	0.0216175660033959	0.0605522048648382	0.0449614482028056	0.15499227511923	-0.016863377974604	-0.0264708797512336	0.0648971013968212	-0.00348702494371441	0.0303604813357698	0.0290080121092926	-0.00847078437351625
"CHC399T"	-0.0187374591423843	0.00331876211741016	-0.0332338343237255	0.0229573845684979	0.00765793412176896	0.00606474765210294	0.00375185427383709	0.00904099398172172	0.00675385402194755	0.00981964763230164	-0.060196200647061	0.00252611037020802	-0.0365814492285969	0.0019666365843399	-0.0133946739674212	-0.0249121631338651	-0.0840907700963731	0.0469338638284217	0.0575456569515768	0.00765271929565487
"CHC014T"	0.00925781429366961	-0.0081581049163064	-0.0684971155638495	0.0169903808309478	0.0436806877684019	-0.00471888644514632	-0.0155154811017837	-0.000222210070232359	0.0242167876540648	-0.0240050099720198	0.0587453679703939	0.0209401795379873	0.0513010105079622	-0.00204014230657866	0.0127916934300184	-0.000483282410751351	-0.0310823533442523	0.0061809077567616	-0.0174367068003934	0.0596108042547669
"CHC043T"	-0.019927734473206	0.0274444807214235	-0.0343942155694017	0.00346265159696445	0.0436390747105268	0.00790063397309881	-0.0177099123700688	-0.00729074299334781	0.00339467865807312	-0.0179343842781624	0.0934524868678611	0.0133740567496934	-0.0117839449727059	-0.0145477684558615	0.0145086769566	0.0212248996957454	-0.0443562212801653	0.0366719045563537	0.0217661029666291	0.0569111908780555
