"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"
"CHC018T"	0.0193596921297299	-0.134216328427375	-0.0281682832971109	-0.0265304119119918	-0.00791341166253669	0.012309902367469	-0.0279278614153848	0.00987045033355963	-0.0102039719451608	-0.0118641399261636	-0.00783027370120414	-0.00682340871719295	-0.0346644856786072	-0.0194917858197282	0.0712705068412786	-0.0205152558620325	0.0816053914839792	0.0607422716165557	0.00610777224939482	0.0300218492868604
"CHC229T"	0.0310926435250827	0.00640106757671588	-0.053876533466472	0.0198078516444096	0.00886538714863145	-0.188080962704909	0.00143772924168554	-0.00184251782925007	-0.0189563576272688	-0.0210488865582282	-0.0340221106631579	-0.0451918550906631	-0.0109748784749018	0.00650935852300558	-0.0346328519449652	0.00198051619883239	0.0372978395542304	0.00636482300383584	0.0276643448994906	-0.00264605159606707
"CHC231T"	0.0444489045803235	0.0119558219006233	-0.0654918843790541	-0.0227869078739295	-0.00977726103703387	-0.105527970096002	0.0193027150580294	-0.0289048892798299	0.0114259710242693	-0.0333687808471778	-0.0442057266763514	-0.0536738105459199	-0.0504666504601574	-0.0402091203512125	0.0357775674749267	0.0312275777398578	0.0142127916959913	0.000944644593870503	0.0388982315755197	0.038861664191279
"CHC013T"	-0.021943135642937	-0.0130966433838302	-0.076357219037294	-0.0247147767217102	-0.0149640492237304	-0.0375955358808785	-0.0613744726229195	-0.0186307354723556	0.113701608957682	-0.0730594691755219	-0.010138540619711	-0.0815372077012129	-0.0321688569577175	-0.0294326863762945	0.0421559748903616	-0.00432349455800284	-0.0398619276048958	-0.0075724270243718	0.00561723218461993	0.0142835025919527
"CHC441T"	-0.0157591558645883	-0.00188979365369571	0.00426958390892873	-0.0456204593175249	-0.0039364361511717	-0.0853201839344416	0.0266891631417351	0.00347126319552395	-0.00162101193660409	0.0135082729750132	0.00432153836083735	-0.0591254215615039	-0.0111964319852931	-0.0642485560280061	0.0563137475339974	-0.0913327486179174	0.00135930036552873	-0.0024292412910517	0.0441565937260504	-0.0525622101234666
"CHC333T"	-0.00991366955599948	0.0249886018282014	-0.0428144568243753	-0.0401007945083105	-0.0146790196567575	-0.0262532414449838	-0.0825702558023545	0.0121304809743509	0.0667576161901726	-0.114218199192378	0.0323104714781281	-0.0284682783905581	-0.0454495810866364	-0.0306261601247928	-0.00431788116399451	0.00566859453310014	0.0067397897941394	0.0873805804309784	-0.0175167107554037	0.0033919691169368
"CHC239T"	0.0529511999359149	-0.1595366486601	-0.0266019461425374	-0.0712728216729694	-0.000917643231986821	0.0103661126964438	-0.0190556793774017	0.00658765539606736	-0.0212685197372666	-0.0263945922355658	0.00424441670358084	-0.00153744485854468	-0.0164441414966332	-0.0413586028429446	0.0574517616811919	-0.000925439490304533	0.0930045565776599	0.066551142818869	0.00664048202590695	0.0310419919847015
"CHC399T"	-0.0124731671075196	0.0360509109231873	-0.0563006325802018	-0.00723227776675341	-0.0201089130166143	-0.0027770713268697	-0.0354222220499396	0.0154065277357335	-0.0142483058840907	-0.0408598981608385	0.00581537924083567	-0.0834150277285691	0.0126733054744841	-0.00614023042564643	-0.0564474419939893	0.00263728470987686	-0.0174877542027336	-0.0232235748836174	0.00112975993126056	-0.0325447070725935
"CHC014T"	-0.0246619477711202	-0.0486771611921512	0.0191002868743915	-0.0440944912774414	0.00731123085394674	-0.0227087081337771	0.0168143561909057	0.00698558009297425	0.0124620607557857	-0.0086907999090884	-0.0158995090687396	-0.0322848995510203	0.0249043556272917	-0.019775507372645	0.057507340981912	-0.00264428972727629	-0.000142309626345148	0.00290071816298306	0.0549848352457865	-0.0703355255071719
"CHC043T"	-0.0131407743757319	0.0133297041534647	-0.021604499335315	-0.0438868663131043	-0.0213743159515475	-0.0168254920276011	0.00192109974582042	-0.0044363024674503	0.0146621330518709	-0.0402110707755938	-0.00326124123237417	-0.0444539132162758	0.00425057487135218	-0.0127035050794409	0.0917018774427992	-0.0338298659396578	0.00421837515276858	0.0224330093303097	0.0581084911984405	-0.0316974400369659
"CHC037T"	-0.0232320633692369	0.0108732392866908	-0.0762609233417583	-0.0322158500778861	0.0175614532628108	0.00929482682648652	-0.0346743046388043	-0.00229231014802014	0.0160398936354582	-0.0890399659779928	0.0138941962157508	-0.0429521416184154	0.0306842894494041	-0.0107938248281937	0.00136628477207144	-0.00326017676978143	0.0127741494220999	0.046082296253077	0.0139932364574252	-0.00209415353978831
"CHC339T"	-0.000571429477531804	-0.143506900095625	-0.0207961995091679	-0.013745383425129	0.00470919318860198	-0.00776807524621915	-0.00669828632414847	-0.0117990920567992	-0.00825148219664774	-0.0582855003371115	-0.0162591641271348	-0.00611334533186992	-0.0212181215902689	-0.00727284479374538	0.0259821563932317	-0.0378966500495404	0.071346377559659	0.0770043545339897	0.0254630936419507	0.00414015470634799
"CHC245T"	0.018378536326966	-0.0125170974232752	-0.0193731572926773	-0.0291858930193493	0.0242312822092243	-0.0191608743796856	0.00528256021686475	0.0041156803842156	0.0153218633093303	-0.00765788891280339	-0.0288450845405157	-0.050727885798463	0.00527815330685472	-0.0210013458570955	0.011159070311093	0.00894076686036489	-0.00168509801670199	0.0332426689598316	0.0507714725553404	-0.058766998047517
"CHC253T"	0.0334101729907546	-0.0727076089848808	-0.0294484870207004	-0.0641449511565897	0.00370910424425993	0.0137145231650905	0.0310438790345948	-0.017556630015491	-0.00549906860846624	-0.021482427056403	-0.0138323397979237	0.0422300967484536	-0.0430515514930117	-0.0608837873000938	0.093518553169429	0.00307184902500816	0.0265338317169661	0.0466215007423026	0.0654916687056192	-0.0963569155278181
